id,label
TEST_05154,Rufous Treepie
TEST_05155,Forest Wagtail
TEST_05156,White-Breasted Waterhen
TEST_05157,House Crow
TEST_05158,Red-Wattled Lapwing
TEST_05159,Brown-Headed Barbet
TEST_05160,Indian Grey Hornbill
TEST_05161,Forest Wagtail
TEST_05162,Hoopoe
TEST_05163,Coppersmith Barbet
TEST_05164,White-Breasted Kingfisher
TEST_05165,Indian Grey Hornbill
TEST_05166,White-Breasted Waterhen
TEST_05167,White-Breasted Waterhen
TEST_05168,Northern Lapwing
TEST_05169,Common Myna
TEST_05170,Rufous Treepie
TEST_05171,Jungle Babbler
TEST_05172,Northern Lapwing
TEST_05173,Common Myna
TEST_05174,White-Breasted Waterhen
TEST_05175,White-Breasted Waterhen
TEST_05176,Common Tailorbird
TEST_05177,Common Rosefinch
TEST_05178,Forest Wagtail
TEST_05179,Forest Wagtail
TEST_05180,Rufous Treepie
TEST_05181,Forest Wagtail
TEST_05182,Common Tailorbird
TEST_05183,Hoopoe
TEST_05184,Indian Roller
TEST_05185,Jungle Babbler
TEST_05186,Northern Lapwing
TEST_05187,Coppersmith Barbet
TEST_05188,Northern Lapwing
TEST_05189,Jungle Babbler
TEST_05190,Indian Grey Hornbill
TEST_05191,Common Kingfisher
TEST_05192,Indian Grey Hornbill
TEST_05193,Brown-Headed Barbet
TEST_05194,Hoopoe
TEST_05195,White-Breasted Kingfisher
TEST_05196,Red-Wattled Lapwing
TEST_05197,Common Kingfisher
TEST_05198,Common Myna
TEST_05199,Red-Wattled Lapwing
TEST_05200,Jungle Babbler
TEST_05201,Indian Roller
TEST_05202,Asian Green Bee-Eater
TEST_05203,Cattle Egret
TEST_05204,Cattle Egret
TEST_05205,Northern Lapwing
TEST_05206,Ruddy Shelduck
TEST_05207,Indian Pitta
TEST_05208,Common Kingfisher
TEST_05209,White Wagtail
TEST_05210,Indian Pitta
TEST_05211,Sarus Crane
TEST_05212,Red-Wattled Lapwing
TEST_05213,White-Breasted Waterhen
TEST_05214,Sarus Crane
TEST_05215,Jungle Babbler
TEST_05216,Indian Peacock
TEST_05217,Ruddy Shelduck
TEST_05218,White Wagtail
TEST_05219,Cattle Egret
TEST_05220,Cattle Egret
TEST_05221,House Crow
TEST_05222,House Crow
TEST_05223,Common Kingfisher
TEST_05224,Indian Grey Hornbill
TEST_05225,Indian Roller
TEST_05226,Red-Wattled Lapwing
TEST_05227,Indian Pitta
TEST_05228,Common Kingfisher
TEST_05229,Forest Wagtail
TEST_05230,Forest Wagtail
TEST_05231,Indian Grey Hornbill
TEST_05232,Brown-Headed Barbet
TEST_05233,White-Breasted Kingfisher
TEST_05234,Indian Grey Hornbill
TEST_05235,Coppersmith Barbet
TEST_05236,Ruddy Shelduck
TEST_05237,Red-Wattled Lapwing
TEST_05238,White Wagtail
TEST_05239,Ruddy Shelduck
TEST_05240,Cattle Egret
TEST_05241,Common Rosefinch
TEST_05242,White-Breasted Kingfisher
TEST_05243,White-Breasted Kingfisher
TEST_05244,Coppersmith Barbet
TEST_05245,Brown-Headed Barbet
TEST_05246,Indian Peacock
TEST_05247,Coppersmith Barbet
TEST_05248,Brown-Headed Barbet
TEST_05249,Indian Roller
TEST_05250,Forest Wagtail
TEST_05251,House Crow
TEST_05252,White Wagtail
TEST_05253,White-Breasted Kingfisher
TEST_05254,Indian Peacock
TEST_05255,Jungle Babbler
TEST_05256,White Wagtail
TEST_05257,Sarus Crane
TEST_05258,Common Tailorbird
TEST_05259,White Wagtail
TEST_05260,Cattle Egret
TEST_05261,Common Kingfisher
TEST_05262,Hoopoe
TEST_05263,Red-Wattled Lapwing
TEST_05264,Rufous Treepie
TEST_05265,Common Kingfisher
TEST_05266,Rufous Treepie
TEST_05267,Northern Lapwing
TEST_05268,Forest Wagtail
TEST_05269,Hoopoe
TEST_05270,Indian Roller
TEST_05271,White Wagtail
TEST_05272,White-Breasted Waterhen
TEST_05273,Coppersmith Barbet
TEST_05274,White Wagtail
TEST_05275,Indian Grey Hornbill
TEST_05276,Asian Green Bee-Eater
TEST_05277,Indian Pitta
TEST_05278,White Wagtail
TEST_05279,Cattle Egret
TEST_05280,Common Myna
TEST_05281,Forest Wagtail
TEST_05282,White Wagtail
TEST_05283,Asian Green Bee-Eater
TEST_05284,White Wagtail
TEST_05285,Sarus Crane
TEST_05286,Rufous Treepie
TEST_05287,Indian Grey Hornbill
TEST_05288,Asian Green Bee-Eater
TEST_05289,House Crow
TEST_05290,Indian Grey Hornbill
TEST_05291,Cattle Egret
TEST_05292,Red-Wattled Lapwing
TEST_05293,Rufous Treepie
TEST_05294,Common Myna
TEST_05295,Common Tailorbird
TEST_05296,Indian Roller
TEST_05297,Common Kingfisher
TEST_05298,Indian Roller
TEST_05299,Coppersmith Barbet
TEST_05300,White Wagtail
TEST_05301,Northern Lapwing
TEST_05302,White-Breasted Waterhen
TEST_05303,Indian Peacock
TEST_05304,Common Kingfisher
TEST_05305,White-Breasted Waterhen
TEST_05306,White-Breasted Waterhen
TEST_05307,Indian Grey Hornbill
TEST_05308,White-Breasted Kingfisher
TEST_05309,Cattle Egret
TEST_05310,Red-Wattled Lapwing
TEST_05311,Asian Green Bee-Eater
TEST_05312,Indian Pitta
TEST_05313,Brown-Headed Barbet
TEST_05314,Common Kingfisher
TEST_05315,Ruddy Shelduck
TEST_05316,White-Breasted Kingfisher
TEST_05317,Common Tailorbird
TEST_05318,Rufous Treepie
TEST_05319,Common Tailorbird
TEST_05320,Indian Roller
TEST_05321,House Crow
TEST_05322,Coppersmith Barbet
TEST_05323,Red-Wattled Lapwing
TEST_05324,White-Breasted Kingfisher
TEST_05325,Ruddy Shelduck
TEST_05326,Indian Pitta
TEST_05327,Cattle Egret
TEST_05328,Forest Wagtail
TEST_05329,Common Rosefinch
TEST_05330,White Wagtail
TEST_05331,White-Breasted Waterhen
TEST_05332,Common Kingfisher
TEST_05333,White Wagtail
TEST_05334,Common Tailorbird
TEST_05335,White-Breasted Kingfisher
TEST_05336,House Crow
TEST_05337,Common Myna
TEST_05338,Common Kingfisher
TEST_05339,Red-Wattled Lapwing
TEST_05340,Rufous Treepie
TEST_05341,Indian Grey Hornbill
TEST_05342,Common Kingfisher
TEST_05343,Forest Wagtail
TEST_05344,Northern Lapwing
TEST_05345,Northern Lapwing
TEST_05346,Common Kingfisher
TEST_05347,Ruddy Shelduck
TEST_05348,Northern Lapwing
TEST_05349,White-Breasted Kingfisher
TEST_05350,Brown-Headed Barbet
TEST_05351,Common Kingfisher
TEST_05352,Common Kingfisher
TEST_05353,Asian Green Bee-Eater
TEST_05354,Indian Roller
TEST_05355,Hoopoe
TEST_05356,Common Kingfisher
TEST_05357,Rufous Treepie
TEST_05358,White-Breasted Kingfisher
TEST_05359,Brown-Headed Barbet
TEST_05360,Forest Wagtail
TEST_05361,Rufous Treepie
TEST_05362,Asian Green Bee-Eater
TEST_05363,House Crow
TEST_05364,Red-Wattled Lapwing
TEST_05365,Forest Wagtail
TEST_05366,Brown-Headed Barbet
TEST_05367,Coppersmith Barbet
TEST_05368,Indian Pitta
TEST_05369,Red-Wattled Lapwing
TEST_05370,Northern Lapwing
TEST_05371,White-Breasted Kingfisher
TEST_05372,Indian Grey Hornbill
TEST_05373,White Wagtail
TEST_05374,Hoopoe
TEST_05375,Common Myna
TEST_05376,Indian Roller
TEST_05377,Common Kingfisher
TEST_05378,Common Myna
TEST_05379,Common Myna
TEST_05380,House Crow
TEST_05381,Jungle Babbler
TEST_05382,Indian Pitta
TEST_05383,White Wagtail
TEST_05384,Hoopoe
TEST_05385,Hoopoe
TEST_05386,White Wagtail
TEST_05387,White-Breasted Kingfisher
TEST_05388,Indian Peacock
TEST_05389,White-Breasted Waterhen
TEST_05390,Indian Roller
TEST_05391,Cattle Egret
TEST_05392,Indian Grey Hornbill
TEST_05393,Indian Roller
TEST_05394,House Crow
TEST_05395,Forest Wagtail
TEST_05396,Indian Grey Hornbill
TEST_05397,Indian Pitta
TEST_05398,White Wagtail
TEST_05399,White-Breasted Kingfisher
TEST_05400,Common Tailorbird
TEST_05401,Indian Grey Hornbill
TEST_05402,Cattle Egret
TEST_05403,Cattle Egret
TEST_05404,House Crow
TEST_05405,Indian Pitta
TEST_05406,Indian Peacock
TEST_05407,Asian Green Bee-Eater
TEST_05408,Common Rosefinch
TEST_05409,Common Tailorbird
TEST_05410,Coppersmith Barbet
TEST_05411,Indian Roller
TEST_05412,Ruddy Shelduck
TEST_05413,Indian Grey Hornbill
TEST_05414,Brown-Headed Barbet
TEST_05415,House Crow
TEST_05416,Red-Wattled Lapwing
TEST_05417,White Wagtail
TEST_05418,Indian Peacock
TEST_05419,Indian Roller
TEST_05420,Brown-Headed Barbet
TEST_05421,Common Tailorbird
TEST_05422,Hoopoe
TEST_05423,Indian Peacock
TEST_05424,Indian Grey Hornbill
TEST_05425,Indian Roller
TEST_05426,Indian Grey Hornbill
TEST_05427,White-Breasted Waterhen
TEST_05428,Common Kingfisher
TEST_05429,Indian Roller
TEST_05430,Indian Grey Hornbill
TEST_05431,Brown-Headed Barbet
TEST_05432,Brown-Headed Barbet
TEST_05433,House Crow
TEST_05434,Northern Lapwing
TEST_05435,Indian Grey Hornbill
TEST_05436,Cattle Egret
TEST_05437,Common Kingfisher
TEST_05438,Common Kingfisher
TEST_05439,House Crow
TEST_05440,Indian Grey Hornbill
TEST_05441,Rufous Treepie
TEST_05442,Asian Green Bee-Eater
TEST_05443,White-Breasted Kingfisher
TEST_05444,Brown-Headed Barbet
TEST_05445,Coppersmith Barbet
TEST_05446,White-Breasted Waterhen
TEST_05447,Jungle Babbler
TEST_05448,Northern Lapwing
TEST_05449,Common Kingfisher
TEST_05450,Northern Lapwing
TEST_05451,Hoopoe
TEST_05452,Common Kingfisher
TEST_05453,Rufous Treepie
TEST_05454,Sarus Crane
TEST_05455,Jungle Babbler
TEST_05456,Northern Lapwing
TEST_05457,White-Breasted Kingfisher
TEST_05458,Jungle Babbler
TEST_05459,Forest Wagtail
TEST_05460,Asian Green Bee-Eater
TEST_05461,Gray Wagtail
TEST_05462,Indian Peacock
TEST_05463,Forest Wagtail
TEST_05464,House Crow
TEST_05465,Indian Peacock
TEST_05466,White-Breasted Waterhen
TEST_05467,Indian Grey Hornbill
TEST_05468,Forest Wagtail
TEST_05469,Indian Grey Hornbill
TEST_05470,Red-Wattled Lapwing
TEST_05471,Cattle Egret
TEST_05472,Common Myna
TEST_05473,Common Myna
TEST_05474,Rufous Treepie
TEST_05475,Indian Pitta
TEST_05476,Jungle Babbler
TEST_05477,Indian Roller
TEST_05478,Red-Wattled Lapwing
TEST_05479,Common Kingfisher
TEST_05480,Common Rosefinch
TEST_05481,Indian Peacock
TEST_05482,White Wagtail
TEST_05483,Coppersmith Barbet
TEST_05484,White Wagtail
TEST_05485,Red-Wattled Lapwing
TEST_05486,Indian Roller
TEST_05487,Indian Peacock
TEST_05488,Common Tailorbird
TEST_05489,White-Breasted Waterhen
TEST_05490,Northern Lapwing
TEST_05491,Indian Pitta
TEST_05492,Indian Pitta
TEST_05493,Indian Grey Hornbill
TEST_05494,Indian Pitta
TEST_05495,House Crow
TEST_05496,Red-Wattled Lapwing
TEST_05497,Common Kingfisher
TEST_05498,Indian Grey Hornbill
TEST_05499,Common Rosefinch
TEST_05500,Brown-Headed Barbet
TEST_05501,Common Tailorbird
TEST_05502,Ruddy Shelduck
TEST_05503,Forest Wagtail
TEST_05504,White Wagtail
TEST_05505,Indian Grey Hornbill
TEST_05506,Common Kingfisher
TEST_05507,Asian Green Bee-Eater
TEST_05508,Ruddy Shelduck
TEST_05509,Indian Peacock
TEST_05510,White-Breasted Waterhen
TEST_05511,House Crow
TEST_05512,Common Rosefinch
TEST_05513,Northern Lapwing
TEST_05514,Common Kingfisher
TEST_05515,House Crow
TEST_05516,Asian Green Bee-Eater
TEST_05517,Common Tailorbird
TEST_05518,Indian Grey Hornbill
TEST_05519,Brown-Headed Barbet
TEST_05520,Common Tailorbird
TEST_05521,Forest Wagtail
TEST_05522,White Wagtail
TEST_05523,Rufous Treepie
TEST_05524,Asian Green Bee-Eater
TEST_05525,Hoopoe
TEST_05526,Common Kingfisher
TEST_05527,Indian Grey Hornbill
TEST_05528,Northern Lapwing
TEST_05529,Indian Grey Hornbill
TEST_05530,Common Kingfisher
TEST_05531,Forest Wagtail
TEST_05532,Common Tailorbird
TEST_05533,Forest Wagtail
TEST_05534,White-Breasted Waterhen
TEST_05535,Jungle Babbler
TEST_05536,Indian Grey Hornbill
TEST_05537,Forest Wagtail
TEST_05538,Jungle Babbler
TEST_05539,Ruddy Shelduck
TEST_05540,Common Rosefinch
TEST_05541,Common Kingfisher
TEST_05542,Brown-Headed Barbet
TEST_05543,House Crow
TEST_05544,Indian Pitta
TEST_05545,Northern Lapwing
TEST_05546,Rufous Treepie
TEST_05547,Indian Pitta
TEST_05548,Coppersmith Barbet
TEST_05549,White-Breasted Kingfisher
TEST_05550,Sarus Crane
TEST_05551,House Crow
TEST_05552,Indian Roller
TEST_05553,Common Tailorbird
TEST_05554,Indian Roller
TEST_05555,Indian Grey Hornbill
TEST_05556,Indian Grey Hornbill
TEST_05557,Coppersmith Barbet
TEST_05558,Indian Roller
TEST_05559,Asian Green Bee-Eater
TEST_05560,Indian Roller
TEST_05561,Forest Wagtail
TEST_05562,Coppersmith Barbet
TEST_05563,Jungle Babbler
TEST_05564,Northern Lapwing
TEST_05565,Cattle Egret
TEST_05566,Cattle Egret
TEST_05567,White-Breasted Kingfisher
TEST_05568,Jungle Babbler
TEST_05569,Indian Pitta
TEST_05570,White Wagtail
TEST_05571,Indian Roller
TEST_05572,House Crow
TEST_05573,Northern Lapwing
TEST_05574,Asian Green Bee-Eater
TEST_05575,Indian Pitta
TEST_05576,White-Breasted Waterhen
TEST_05577,Coppersmith Barbet
TEST_05578,Red-Wattled Lapwing
TEST_05579,Common Kingfisher
TEST_05580,Common Tailorbird
TEST_05581,White-Breasted Kingfisher
TEST_05582,Indian Grey Hornbill
TEST_05583,Red-Wattled Lapwing
TEST_05584,Jungle Babbler
TEST_05585,Brown-Headed Barbet
TEST_05586,Common Kingfisher
TEST_05587,Red-Wattled Lapwing
TEST_05588,White Wagtail
TEST_05589,White Wagtail
TEST_05590,Indian Peacock
TEST_05591,Indian Roller
TEST_05592,Jungle Babbler
TEST_05593,Brown-Headed Barbet
TEST_05594,Ruddy Shelduck
TEST_05595,House Crow
TEST_05596,White-Breasted Kingfisher
TEST_05597,White Wagtail
TEST_05598,Brown-Headed Barbet
TEST_05599,White-Breasted Kingfisher
TEST_05600,Indian Roller
TEST_05601,Indian Grey Hornbill
TEST_05602,House Crow
TEST_05603,White-Breasted Waterhen
TEST_05604,Brown-Headed Barbet
TEST_05605,Common Myna
TEST_05606,Indian Pitta
TEST_05607,White-Breasted Kingfisher
TEST_05608,Common Tailorbird
TEST_05609,House Crow
TEST_05610,Ruddy Shelduck
TEST_05611,House Crow
TEST_05612,White Wagtail
TEST_05613,House Crow
TEST_05614,Jungle Babbler
TEST_05615,Indian Pitta
TEST_05616,Indian Peacock
TEST_05617,Red-Wattled Lapwing
TEST_05618,Ruddy Shelduck
TEST_05619,Jungle Babbler
TEST_05620,Cattle Egret
TEST_05621,Sarus Crane
TEST_05622,Sarus Crane
TEST_05623,Brown-Headed Barbet
TEST_05624,Common Tailorbird
TEST_05625,Indian Grey Hornbill
TEST_05626,Ruddy Shelduck
TEST_05627,Indian Roller
TEST_05628,Indian Peacock
TEST_05629,Northern Lapwing
TEST_05630,White Wagtail
TEST_05631,White-Breasted Waterhen
TEST_05632,House Crow
TEST_05633,White-Breasted Kingfisher
TEST_05634,Coppersmith Barbet
TEST_05635,Asian Green Bee-Eater
TEST_05636,Gray Wagtail
TEST_05637,Cattle Egret
TEST_05638,Indian Grey Hornbill
TEST_05639,House Crow
TEST_05640,Indian Grey Hornbill
TEST_05641,Indian Roller
TEST_05642,Red-Wattled Lapwing
TEST_05643,Cattle Egret
TEST_05644,Common Myna
TEST_05645,Northern Lapwing
TEST_05646,Indian Grey Hornbill
TEST_05647,Forest Wagtail
TEST_05648,Indian Peacock
TEST_05649,White Wagtail
TEST_05650,White Wagtail
TEST_05651,Indian Grey Hornbill
TEST_05652,Common Tailorbird
TEST_05653,Ruddy Shelduck
TEST_05654,White-Breasted Waterhen
TEST_05655,White-Breasted Waterhen
TEST_05656,Ruddy Shelduck
TEST_05657,Common Rosefinch
TEST_05658,Jungle Babbler
TEST_05659,Common Myna
TEST_05660,Common Myna
TEST_05661,Rufous Treepie
TEST_05662,Forest Wagtail
TEST_05663,White-Breasted Kingfisher
TEST_05664,Common Tailorbird
TEST_05665,Common Rosefinch
TEST_05666,Forest Wagtail
TEST_05667,Hoopoe
TEST_05668,Indian Grey Hornbill
TEST_05669,White-Breasted Kingfisher
TEST_05670,White Wagtail
TEST_05671,Cattle Egret
TEST_05672,Common Kingfisher
TEST_05673,Rufous Treepie
TEST_05674,Common Myna
TEST_05675,Asian Green Bee-Eater
TEST_05676,Cattle Egret
TEST_05677,Rufous Treepie
TEST_05678,Indian Roller
TEST_05679,Brown-Headed Barbet
TEST_05680,Forest Wagtail
TEST_05681,Indian Peacock
TEST_05682,Hoopoe
TEST_05683,Red-Wattled Lapwing
TEST_05684,Forest Wagtail
TEST_05685,Indian Pitta
TEST_05686,Jungle Babbler
TEST_05687,Sarus Crane
TEST_05688,White-Breasted Waterhen
TEST_05689,House Crow
TEST_05690,Common Myna
TEST_05691,White Wagtail
TEST_05692,Asian Green Bee-Eater
TEST_05693,Asian Green Bee-Eater
TEST_05694,White-Breasted Waterhen
TEST_05695,Hoopoe
TEST_05696,Rufous Treepie
TEST_05697,White Wagtail
TEST_05698,White Wagtail
TEST_05699,Asian Green Bee-Eater
TEST_05700,Coppersmith Barbet
TEST_05701,Forest Wagtail
TEST_05702,Ruddy Shelduck
TEST_05703,Sarus Crane
TEST_05704,Indian Roller
TEST_05705,Indian Peacock
TEST_05706,Forest Wagtail
TEST_05707,Asian Green Bee-Eater
TEST_05708,Asian Green Bee-Eater
TEST_05709,Indian Roller
TEST_05710,Indian Peacock
TEST_05711,Indian Roller
TEST_05712,White-Breasted Waterhen
TEST_05713,Common Tailorbird
TEST_05714,Common Myna
TEST_05715,House Crow
TEST_05716,Hoopoe
TEST_05717,White Wagtail
TEST_05718,Cattle Egret
TEST_05719,Sarus Crane
TEST_05720,Jungle Babbler
TEST_05721,Indian Roller
TEST_05722,Coppersmith Barbet
TEST_05723,Cattle Egret
TEST_05724,Asian Green Bee-Eater
TEST_05725,Cattle Egret
TEST_05726,Forest Wagtail
TEST_05727,Indian Grey Hornbill
TEST_05728,Hoopoe
TEST_05729,Common Kingfisher
TEST_05730,Sarus Crane
TEST_05731,White Wagtail
TEST_05732,Indian Grey Hornbill
TEST_05733,Indian Roller
TEST_05734,Indian Roller
TEST_05735,White Wagtail
TEST_05736,Common Kingfisher
TEST_05737,House Crow
TEST_05738,Northern Lapwing
TEST_05739,Hoopoe
TEST_05740,Red-Wattled Lapwing
TEST_05741,Common Rosefinch
TEST_05742,Indian Grey Hornbill
TEST_05743,Common Kingfisher
TEST_05744,Indian Roller
TEST_05745,Cattle Egret
TEST_05746,Brown-Headed Barbet
TEST_05747,Common Kingfisher
TEST_05748,Gray Wagtail
TEST_05749,Northern Lapwing
TEST_05750,Common Myna
TEST_05751,Northern Lapwing
TEST_05752,White Wagtail
TEST_05753,Forest Wagtail
TEST_05754,Common Myna
TEST_05755,Jungle Babbler
TEST_05756,Hoopoe
TEST_05757,Indian Grey Hornbill
TEST_05758,White-Breasted Waterhen
TEST_05759,Rufous Treepie
TEST_05760,White-Breasted Kingfisher
TEST_05761,Asian Green Bee-Eater
TEST_05762,Red-Wattled Lapwing
TEST_05763,Common Myna
TEST_05764,Common Tailorbird
TEST_05765,Indian Roller
TEST_05766,Jungle Babbler
TEST_05767,White Wagtail
TEST_05768,Indian Pitta
TEST_05769,Indian Roller
TEST_05770,Brown-Headed Barbet
TEST_05771,White-Breasted Waterhen
TEST_05772,Hoopoe
TEST_05773,Indian Grey Hornbill
TEST_05774,House Crow
TEST_05775,Red-Wattled Lapwing
TEST_05776,Rufous Treepie
TEST_05777,Gray Wagtail
TEST_05778,Asian Green Bee-Eater
TEST_05779,White-Breasted Kingfisher
TEST_05780,Ruddy Shelduck
TEST_05781,Indian Grey Hornbill
TEST_05782,Coppersmith Barbet
TEST_05783,Asian Green Bee-Eater
TEST_05784,Common Myna
TEST_05785,Coppersmith Barbet
TEST_05786,Brown-Headed Barbet
TEST_05787,Forest Wagtail
TEST_05788,Asian Green Bee-Eater
TEST_05789,Indian Peacock
TEST_05790,Indian Peacock
TEST_05791,White-Breasted Kingfisher
TEST_05792,Ruddy Shelduck
TEST_05793,White-Breasted Kingfisher
TEST_05794,Indian Grey Hornbill
TEST_05795,White-Breasted Waterhen
TEST_05796,Ruddy Shelduck
TEST_05797,Northern Lapwing
TEST_05798,House Crow
TEST_05799,Common Myna
TEST_05800,Coppersmith Barbet
TEST_05801,Indian Grey Hornbill
TEST_05802,Common Kingfisher
TEST_05803,Hoopoe
TEST_05804,White Wagtail
TEST_05805,Red-Wattled Lapwing
TEST_05806,White-Breasted Waterhen
TEST_05807,Jungle Babbler
TEST_05808,White Wagtail
TEST_05809,Common Myna
TEST_05810,Jungle Babbler
TEST_05811,Hoopoe
TEST_05812,Ruddy Shelduck
TEST_05813,Asian Green Bee-Eater
TEST_05814,White-Breasted Kingfisher
TEST_05815,Indian Roller
TEST_05816,White-Breasted Kingfisher
TEST_05817,White Wagtail
TEST_05818,Ruddy Shelduck
TEST_05819,White-Breasted Waterhen
TEST_05820,Common Myna
TEST_05821,Indian Grey Hornbill
TEST_05822,Common Rosefinch
TEST_05823,Sarus Crane
TEST_05824,Hoopoe
TEST_05825,Indian Grey Hornbill
TEST_05826,House Crow
TEST_05827,Asian Green Bee-Eater
TEST_05828,Indian Grey Hornbill
TEST_05829,Coppersmith Barbet
TEST_05830,Common Myna
TEST_05831,Indian Grey Hornbill
TEST_05832,Hoopoe
TEST_05833,Common Myna
TEST_05834,Asian Green Bee-Eater
TEST_05835,Jungle Babbler
TEST_05836,Sarus Crane
TEST_05837,Ruddy Shelduck
TEST_05838,Rufous Treepie
TEST_05839,White-Breasted Waterhen
TEST_05840,Brown-Headed Barbet
TEST_05841,White-Breasted Waterhen
TEST_05842,House Crow
TEST_05843,Forest Wagtail
TEST_05844,Common Kingfisher
TEST_05845,Jungle Babbler
TEST_05846,Forest Wagtail
TEST_05847,Indian Grey Hornbill
TEST_05848,Sarus Crane
TEST_05849,Rufous Treepie
TEST_05850,Jungle Babbler
TEST_05851,White Wagtail
TEST_05852,House Crow
TEST_05853,White Wagtail
TEST_05854,Hoopoe
TEST_05855,White-Breasted Kingfisher
TEST_05856,Indian Pitta
TEST_05857,White Wagtail
TEST_05858,White Wagtail
TEST_05859,Cattle Egret
TEST_05860,White-Breasted Waterhen
TEST_05861,Rufous Treepie
TEST_05862,Ruddy Shelduck
TEST_05863,Brown-Headed Barbet
TEST_05864,Red-Wattled Lapwing
TEST_05865,Indian Pitta
TEST_05866,Indian Grey Hornbill
TEST_05867,White Wagtail
TEST_05868,Common Myna
TEST_05869,Asian Green Bee-Eater
TEST_05870,Asian Green Bee-Eater
TEST_05871,Forest Wagtail
TEST_05872,House Crow
TEST_05873,Forest Wagtail
TEST_05874,Asian Green Bee-Eater
TEST_05875,Forest Wagtail
TEST_05876,Indian Pitta
TEST_05877,Red-Wattled Lapwing
TEST_05878,Common Tailorbird
TEST_05879,Common Kingfisher
TEST_05880,Rufous Treepie
TEST_05881,Cattle Egret
TEST_05882,Forest Wagtail
TEST_05883,Indian Grey Hornbill
TEST_05884,Indian Roller
TEST_05885,Indian Grey Hornbill
TEST_05886,Common Myna
TEST_05887,Red-Wattled Lapwing
TEST_05888,Sarus Crane
TEST_05889,Cattle Egret
TEST_05890,White-Breasted Kingfisher
TEST_05891,Rufous Treepie
TEST_05892,White-Breasted Kingfisher
TEST_05893,Brown-Headed Barbet
TEST_05894,Sarus Crane
TEST_05895,Common Tailorbird
TEST_05896,Asian Green Bee-Eater
TEST_05897,Indian Peacock
TEST_05898,Indian Grey Hornbill
TEST_05899,Red-Wattled Lapwing
TEST_05900,Red-Wattled Lapwing
TEST_05901,White-Breasted Waterhen
TEST_05902,Forest Wagtail
TEST_05903,Forest Wagtail
TEST_05904,Rufous Treepie
TEST_05905,White Wagtail
TEST_05906,Indian Peacock
TEST_05907,Coppersmith Barbet
TEST_05908,White Wagtail
TEST_05909,Common Kingfisher
TEST_05910,Common Kingfisher
TEST_05911,Common Myna
TEST_05912,Common Tailorbird
TEST_05913,Rufous Treepie
TEST_05914,White Wagtail
TEST_05915,Common Kingfisher
TEST_05916,Red-Wattled Lapwing
TEST_05917,Common Myna
TEST_05918,Northern Lapwing
TEST_05919,Rufous Treepie
TEST_05920,House Crow
TEST_05921,White Wagtail
TEST_05922,Asian Green Bee-Eater
TEST_05923,Indian Pitta
TEST_05924,Northern Lapwing
TEST_05925,Gray Wagtail
TEST_05926,Indian Roller
TEST_05927,Sarus Crane
TEST_05928,White Wagtail
TEST_05929,Brown-Headed Barbet
TEST_05930,Ruddy Shelduck
TEST_05931,Common Rosefinch
TEST_05932,Asian Green Bee-Eater
TEST_05933,House Crow
TEST_05934,Common Kingfisher
TEST_05935,Northern Lapwing
TEST_05936,Brown-Headed Barbet
TEST_05937,White-Breasted Waterhen
TEST_05938,Indian Roller
TEST_05939,Ruddy Shelduck
TEST_05940,Forest Wagtail
TEST_05941,Indian Grey Hornbill
TEST_05942,White-Breasted Kingfisher
TEST_05943,Forest Wagtail
TEST_05944,Common Kingfisher
TEST_05945,Indian Roller
TEST_05946,White Wagtail
TEST_05947,White Wagtail
TEST_05948,Jungle Babbler
TEST_05949,White-Breasted Waterhen
TEST_05950,Red-Wattled Lapwing
TEST_05951,House Crow
TEST_05952,Indian Grey Hornbill
TEST_05953,Cattle Egret
TEST_05954,White Wagtail
TEST_05955,Northern Lapwing
TEST_05956,Brown-Headed Barbet
TEST_05957,White-Breasted Waterhen
TEST_05958,White-Breasted Kingfisher
TEST_05959,Red-Wattled Lapwing
TEST_05960,Sarus Crane
TEST_05961,Asian Green Bee-Eater
TEST_05962,White-Breasted Waterhen
TEST_05963,Indian Grey Hornbill
TEST_05964,Indian Pitta
TEST_05965,White Wagtail
TEST_05966,Cattle Egret
TEST_05967,Indian Pitta
TEST_05968,White-Breasted Kingfisher
TEST_05969,Sarus Crane
TEST_05970,Northern Lapwing
TEST_05971,Hoopoe
TEST_05972,Northern Lapwing
TEST_05973,Indian Peacock
TEST_05974,Indian Grey Hornbill
TEST_05975,Common Tailorbird
TEST_05976,White-Breasted Kingfisher
TEST_05977,Asian Green Bee-Eater
TEST_05978,Indian Pitta
TEST_05979,Ruddy Shelduck
TEST_05980,Hoopoe
TEST_05981,White-Breasted Waterhen
TEST_05982,Common Kingfisher
TEST_05983,House Crow
TEST_05984,Asian Green Bee-Eater
TEST_05985,Red-Wattled Lapwing
TEST_05986,Rufous Treepie
TEST_05987,White-Breasted Kingfisher
TEST_05988,Red-Wattled Lapwing
TEST_05989,Coppersmith Barbet
TEST_05990,Common Tailorbird
TEST_05991,Ruddy Shelduck
TEST_05992,Cattle Egret
TEST_05993,Asian Green Bee-Eater
TEST_05994,Red-Wattled Lapwing
TEST_05995,Common Kingfisher
TEST_05996,Cattle Egret
TEST_05997,Red-Wattled Lapwing
TEST_05998,Common Kingfisher
TEST_05999,Common Myna
TEST_06000,Common Myna
TEST_06001,Sarus Crane
TEST_06002,White Wagtail
TEST_06003,White-Breasted Waterhen
TEST_06004,House Crow
TEST_06005,Common Myna
